Start,End,Distance
65199,75359,6.6
75359,75369,7.0
75369,75319,7.4
75319,75299,7.9
75299,75379,8.2
75379,75171,8.5
75171,75159,9.0
75159,75039,9.4
75039,75241,9.7
75241,75231,10.0
75231,75221,10.4
75221,75051,10.9
75051,96289,12.2
96289,96109,12.6
96109,96119,13.1
96111,96101,3.3
96101,96281,3.7
96281,75059,5.0
75059,75229,5.4
75229,75239,5.9
75239,75249,6.3
75249,75031,6.7
75031,75151,7.2
75151,75179,7.5
75179,75371,7.8
75371,75291,8.1
75291,75311,8.7
75311,75361,9.1
75361,75351,9.4
75351,65191,13.4
65009,65341,0.6
65341,65331,0.9
65331,65431,1.2
65431,67591,1.7
67591,67411,2.1
67411,67401,2.4
67401,67101,2.9
67101,67111,3.2
67111,67121,3.6
67121,67131,3.9
67131,67141,4.2
67141,67151,4.6
67151,67161,5.1
67161,65019,5.4
65019,64029,5.8
64029,64079,6.2
64079,64059,6.7
64059,64049,7.0
64049,64019,7.3
64019,63069,7.6
63069,63059,7.9
63059,63049,8.3
63049,63039,8.7
63039,63221,9.4
63221,63231,9.7
63231,63041,10.4
63041,63051,10.6
63051,63061,10.9
63061,64011,11.1
64011,64041,11.5
64041,64051,11.9
64051,64071,12.4
64071,64021,12.8
64021,65011,13.2
65011,67169,13.5
67169,67159,14.2
67159,67139,14.6
67139,67129,15.0
67129,67119,15.2
67119,67109,15.6
67109,67409,16.0
67409,67419,16.4
67419,67599,16.7
67599,65439,17.2
65439,65339,17.5
65339,65349,17.8
65349,65009,18.3
77009,78109,0.8
78109,78081,1.2
78081,78071,1.6
78071,78069,1.8
78069,78059,2.2
78059,98099,2.6
98099,98019,3.0
98019,76249,3.6
76249,76239,3.9
76239,76039,4.2
76039,76109,4.5
76109,96129,5.2
96129,96189,5.4
96189,96199,5.7
96199,96209,6.1
96209,95909,6.4
95909,96039,6.8
96039,96029,7.1
96029,96019,7.5
96019,85109,7.8
85109,85099,8.5
85099,84101,9.1
84101,84071,9.5
84071,84081,9.8
84081,84141,10.1
84141,84111,10.5
84111,84151,11.0
84151,93099,11.6
93099,93089,12.1
93089,93079,12.4
93079,93069,12.7
93069,93059,13.1
93059,92159,13.4
92159,92149,13.7
92149,92139,14.0
92139,92129,14.5
92129,92119,15.0
92119,92109,15.2
92109,92099,15.5
92099,91079,15.9
91079,91069,16.2
91069,91059,16.8
91059,91049,17.0
91049,91091,17.4
91091,80271,17.7
80271,80141,18.1
80141,80111,18.7
80111,80049,19.1
80049,80039,19.3
80039,80029,19.8
80029,01319,20.3
01319,01219,20.7
01219,01129,21.0
01129,01059,21.4
01059,01119,21.6
01119,01019,22.0
01019,04159,22.3
04159,04149,22.6
04149,04229,22.9
04229,04239,23.1
04239,05059,23.4
05059,05049,23.6
05049,05039,24.0
05039,05019,24.3
05019,10011,24.9
10011,10041,25.2
10041,10499,25.8
10499,10499,0.0
10499,10049,0.7
10049,10017,1.1
10017,05013,2.1
05013,05023,2.5
05023,04222,2.8
04222,04142,3.3
04142,01012,3.8
01012,01112,4.3
01112,01121,4.9
01121,01211,5.2
01211,01311,5.5
01311,80011,6.1
80011,80031,6.6
80031,80051,6.9
80051,80119,7.5
80119,80149,8.1
80149,80279,8.6
80279,91099,8.9
91099,91041,9.3
91041,91051,9.6
91051,91061,9.9
91061,91071,10.3
91071,92091,10.7
92091,92101,11.0
92101,92111,11.2
92111,92121,11.7
92121,92131,12.2
92131,92141,12.6
92141,92151,12.8
92151,93051,13.1
93051,93061,13.5
93061,93071,13.9
93071,93081,14.3
93081,93091,14.6
93091,84159,15.0
84159,84119,15.5
84119,84149,15.9
84149,84089,16.1
84089,84079,16.4
84079,84109,16.8
84109,85091,17.4
85091,85101,18.0
85101,96011,18.4
96011,96021,18.9
96021,96031,19.1
96031,95901,19.5
95901,96201,19.8
96201,96191,20.1
96191,96181,20.4
96181,96121,20.6
96121,76101,21.4
76101,76031,21.6
76031,76231,22.0
76231,76241,22.3
76241,98011,22.9
98011,98091,23.2
98091,78051,23.6
78051,78061,24.0
78061,78079,24.3
78079,78089,24.7
78089,78101,25.1
78101,77009,25.7
10499,10051,0.7
10051,10061,1.0
10061,10071,1.4
10071,10371,2.0
10371,10171,2.5
10171,10181,2.8
10181,10191,3.0
10191,10201,3.3
10201,10281,3.7
10281,10291,4.1
10291,11539,4.4
11539,11529,4.7
11529,11519,5.0
11519,18019,5.7
18019,15059,6.2
15059,15049,6.5
15049,14189,6.9
14189,14179,7.2
14179,14169,7.6
14169,14041,8.1
14041,14349,8.5
14349,14339,8.8
14339,14329,9.2
14329,14491,9.5
14491,14501,10.2
14501,14391,10.5
14391,14331,10.8
14331,14341,11.1
14341,14049,11.5
14049,14161,12.0
14161,14171,12.4
14171,15041,13.1
15041,15051,13.4
15051,18011,13.9
18011,11511,14.5
11511,11521,14.9
11521,11531,15.3
11531,10299,15.8
10299,10209,16.6
10209,10199,16.9
10199,10189,17.2
10189,10179,17.5
10179,10379,18.0
10379,10079,18.5
10079,10069,18.9
10069,10059,19.2
10059,10499,19.7
10499,10049,0.7
10049,10017,1.1
10017,06011,1.7
06011,06051,2.3
06051,06071,2.5
06071,06081,2.7
06081,10221,3.1
10221,10231,3.5
10231,10389,3.9
10389,10169,4.4
10169,10121,5.0
10121,10071,5.5
10071,10501,5.7
10501,10369,6.0
10369,14039,6.4
14039,14291,6.8
14291,14269,7.2
14269,14259,7.4
14259,14279,7.7
14279,14319,8.0
14319,14489,8.1
14489,14309,8.3
14309,14379,8.5
14379,14031,8.9
14031,10361,9.4
10361,10079,9.9
10079,10129,10.3
10129,10151,10.8
10151,10161,11.0
10161,10381,11.5
10381,10239,12.0
10239,10229,12.3
10229,06069,13.1
06069,06049,13.3
06049,06029,13.8
06029,10011,14.4
10011,10041,14.7
10041,10499,15.3
10499,10049,0.7
10049,10017,1.1
10017,06011,1.7
06011,06051,2.3
06051,10141,2.6
10141,10151,3.0
10151,10161,3.2
10161,10381,3.7
10381,10241,4.1
10241,10261,4.5
10261,10271,4.8
10271,10321,5.3
10321,10479,5.7
10479,10469,6.1
10469,11499,6.6
11499,11489,7.0
11489,11479,7.2
11479,11469,7.5
11469,11061,8.0
11061,11439,8.5
11439,11429,8.8
11429,11169,9.0
11169,11471,9.7
11471,11481,10.1
11481,11491,10.3
11491,10461,10.8
10461,10471,11.1
10471,10329,11.6
10329,10279,12.0
10279,10269,12.3
10269,10249,12.7
10249,10389,13.1
10389,10169,13.6
10169,10149,14.2
10149,06049,14.6
06049,06029,15.1
06029,10011,15.7
10011,10041,16.0
10041,10499,16.6
10009,10659,0.4
10659,10101,0.6
10101,10111,1.1
10111,10131,1.4
10131,11021,2.1
11021,11031,2.4
11031,11041,3.1
11041,11051,3.5
11051,11061,3.9
11061,11071,4.3
11071,11081,4.6
11081,11229,5.1
11229,11219,5.4
11219,11209,5.8
11209,13029,6.2
13029,13019,6.9
13019,09149,7.0
09149,09159,7.6
09159,09169,7.9
09169,09179,8.2
09179,09048,8.7
09048,09038,9.3
09038,08137,9.6
08137,08019,10.5
08019,04329,11.0
04329,06161,11.6
06161,06151,11.9
06151,06069,12.3
06069,06051,12.7
06051,10141,13.0
10141,10151,13.4
10151,10161,13.6
10161,10379,14.0
10379,10369,14.4
10369,14039,14.8
14039,14389,15.3
14389,14381,15.5
14381,14029,16.0
14029,14019,16.5
14019,14519,19.0
14519,14521,20.8
14521,14539,21.4
14539,14539,0.0
14539,14529,0.8
14529,14011,3.3
14011,14021,3.7
14021,14379,3.9
14379,14389,4.4
14389,14381,4.6
14381,14031,5.1
14031,10361,5.6
10361,10371,6.0
10371,10169,6.6
10169,10149,7.2
10149,06071,7.4
06071,06081,7.6
06081,06149,7.8
06149,06159,8.1
06159,06169,8.5
06169,04321,9.1
04321,04311,9.4
04311,08011,9.6
08011,08111,10.1
08111,08121,10.4
08121,09059,10.7
09059,09022,11.2
09022,09111,11.7
09111,09121,12.0
09121,09131,12.6
09131,09141,12.9
09141,13011,13.2
13011,13021,13.8
13021,11201,14.1
11201,11211,14.4
11211,11221,14.9
11221,11089,15.2
11089,11079,15.7
11079,11069,16.0
11069,11059,16.4
11059,11049,16.8
11049,11039,17.2
11039,11029,17.6
11029,11019,18.2
11019,10139,18.5
10139,10119,18.9
10119,10651,19.5
10651,10009,19.8
14009,14129,0.4
14129,14119,0.7
14119,14011,1.3
14011,14021,1.7
14021,14379,1.9
14379,14389,2.4
14389,14381,2.6
14381,14031,3.1
14031,10361,3.6
10361,10371,4.0
10371,10169,4.6
10169,10149,5.2
10149,10141,5.7
10141,10151,6.1
10151,10161,6.3
10161,10379,6.7
10379,10369,7.1
10369,14039,7.5
14039,14389,8.0
14389,14381,8.2
14381,14029,8.7
14029,14019,9.2
14019,14141,9.9
14141,14009,10.6
52499,52451,0.3
52451,52129,0.6
52129,52109,0.9
52109,52099,1.4
52099,50159,1.7
50159,50211,2.0
50211,50221,2.2
50221,50129,2.8
50129,50119,3.2
50119,50069,3.8
50069,40129,4.1
40129,40189,4.6
40189,40179,4.8
40179,09219,5.6
09219,09047,6.0
09047,09037,6.5
09037,08138,7.2
08138,08057,7.6
08057,08069,8.1
08069,04167,8.9
04167,04249,9.2
04249,05029,9.6
05029,05131,10.2
05131,05039,10.7
05039,05019,11.0
05019,05069,11.1
05069,10011,11.5
10011,10041,11.8
10041,10399,12.3
10399,14221,12.7
14221,14231,13.1
14231,14021,13.4
14021,14379,13.6
14379,14291,14.0
14291,14271,14.3
14271,14281,14.5
14281,14059,15.0
14059,14349,15.3
14349,14339,15.6
14339,14399,15.9
14399,14509,16.4
14509,14499,16.9
14499,14359,17.2
14359,14159,17.8
14159,14139,18.2
14139,14009,18.6
14009,14009,0.0
14009,14131,0.4
14131,14151,0.9
14151,14351,1.5
14351,14491,1.8
14491,14501,2.5
14501,14391,2.8
14391,14331,3.1
14331,14341,3.4
14341,14051,3.6
14051,14279,4.3
14279,14299,4.6
14299,14029,5.0
14029,14239,5.4
14239,14229,5.7
14229,10391,6.2
10391,10049,6.6
10049,10017,7.0
10017,10018,7.1
10018,05012,7.5
05012,05022,8.1
05022,04222,8.6
04222,04223,8.9
04223,04143,9.3
04143,04121,9.6
04121,08041,9.9
08041,08031,10.2
08031,08111,10.7
08111,08121,11.0
08121,09011,11.7
09011,09023,12.0
09023,09212,12.6
09212,40171,13.2
40171,40181,13.5
40181,40121,13.9
40121,50061,14.2
50061,50111,14.9
50111,50121,15.2
50121,50229,15.7
50229,50991,16.3
50991,52129,16.8
52129,52109,17.1
52109,52499,17.6
52499,52451,0.3
52451,52129,0.6
52129,52109,0.9
52109,52099,1.4
52099,50159,1.7
50159,50211,2.0
50211,50221,2.2
50221,50231,2.6
50231,50241,2.9
50241,60101,3.3
60101,60121,3.6
60121,60141,4.0
60141,60161,4.3
60161,60211,5.1
60211,70361,5.5
70361,70341,5.9
70341,70321,6.6
70321,70311,6.8
70311,70019,7.1
70019,80239,7.8
80239,80229,8.1
80229,80269,8.3
80269,80091,8.7
80091,81081,8.9
81081,81091,9.3
81091,70011,9.7
70011,70319,10.0
70319,70329,10.2
70329,70349,10.8
70349,70359,11.1
70359,60219,11.4
60219,60179,11.8
60179,60159,12.1
60159,60139,12.4
60139,60119,12.9
60119,60099,13.4
60099,07329,13.7
07329,07231,14.2
07231,07211,14.7
07211,07221,15.0
07221,50249,15.4
50249,50239,15.6
50239,50229,16.0
50229,50991,16.6
50991,52129,17.1
52129,52109,17.4
52109,52499,17.9
81081,81091,0.4
81091,70011,0.8
70011,70319,1.1
70319,70329,1.3
70329,70349,1.9
70349,70359,2.2
70359,60219,2.4
75009,76529,0.5
76529,76519,0.7
76519,75271,1.2
75271,75281,1.5
75281,75291,2.0
75291,75311,2.6
75311,75361,3.0
75361,75381,3.6
75381,75391,4.2
75391,74011,4.6
74011,74021,5.0
74021,74031,5.5
74031,74041,5.9
74041,75319,6.2
75319,75299,6.7
75299,75289,7.1
75289,75279,7.4
75279,76511,7.8
76511,76521,8.1
76521,75009,8.5
75009,76529,0.5
76529,76519,0.7
76519,75271,1.2
75271,75281,1.5
55009,55189,1.1
55189,54399,2.6
54399,54339,3.1
54339,54329,3.5
54329,54319,3.8
54319,53231,5.1
53231,40189,11.3
40189,40179,11.5
40179,09219,12.3
09219,09047,12.7
09047,09037,13.2
09037,08138,13.9
08138,08057,14.3
08057,08069,14.8
08069,04179,15.1
04179,02049,15.5
02049,02119,15.9
02119,03019,16.9
03019,03059,17.2
03059,03129,17.6
03129,03218,18.2
03218,03239,18.4
03239,03239,0.0
03239,03222,0.8
03222,03111,1.5
03111,03031,2.1
03031,03011,2.7
03011,02111,3.3
02111,04111,3.8
04111,04121,4.2
04121,08041,4.5
08041,08031,4.8
08031,08111,5.3
08111,08121,5.6
08121,09011,6.3
09011,09023,6.6
09023,09212,7.2
09212,40171,7.8
40171,40181,8.1
40181,53239,14.1
53239,54311,15.4
54311,54321,15.7
54321,54331,16.1
54331,54391,16.7
54391,55181,18.1
55181,55009,19.4
75019,76559,0.4
76559,76191,0.6
76191,76149,1.1
76149,76139,1.5
76139,76111,1.9
76111,76121,2.2
76121,76281,2.5
76281,75229,3.0
75229,75239,3.5
75239,75249,3.9
75249,75259,4.2
75259,62071,10.3
62071,62081,10.7
62081,62091,11.0
62091,66069,12.5
66069,52069,13.0
52069,52059,13.3
52059,52361,13.9
52361,52449,14.3
52449,52179,14.5
52179,52209,14.8
52209,52199,15.2
52199,52189,15.4
52189,52079,16.5
52079,50161,17.0
50161,50171,17.3
50171,52401,17.9
52401,52411,18.3
52411,52451,18.8
52451,52129,19.1
52129,52049,19.4
52049,52119,19.8
52119,52499,20.3
52499,52499,0.0
52499,52451,0.3
52451,52129,0.6
52129,52049,0.9
52049,52119,1.3
52119,52419,1.8
52419,52409,2.2
52409,52479,2.9
52479,50169,3.1
50169,51011,3.5
51011,52071,4.4
52071,52181,5.0
52181,52191,5.4
52191,52201,5.7
52201,52171,6.0
52171,52441,6.2
52441,52369,6.6
52369,52051,7.4
52051,52061,7.9
52061,66061,8.4
66061,62099,9.8
62099,62089,10.1
62089,62079,10.3
62079,75251,16.5
75251,75241,16.9
75241,75231,17.2
75231,75221,17.6
75221,76289,18.1
76289,76129,18.4
76129,76119,18.7
76119,76131,19.0
76131,76141,19.4
76141,76199,19.8
76199,76551,20.1
76551,75019,20.7
77009,78109,0.8
78109,78081,1.2
78081,78071,1.6
78071,78069,1.8
78069,78059,2.2
78059,98099,2.6
98099,98019,3.0
98019,76249,3.6
76249,76239,3.9
76239,76039,4.2
76039,76109,4.5
76109,96129,5.2
96129,96189,5.4
96189,96199,5.7
96199,96209,6.1
96209,85099,8.5
85099,84101,9.1
84101,84071,9.5
84071,84081,9.8
84081,84141,10.1
84141,84111,10.5
84111,84151,11.0
84151,93131,11.5
93131,01541,21.4
01541,01119,21.8
01119,01019,22.2
01019,04159,22.5
04159,04149,22.8
04149,04229,23.1
04229,04239,23.3
04239,05059,23.6
05059,05049,23.8
05049,05039,24.2
05039,05019,24.5
05019,10011,25.1
10011,10499,26.0
10499,10499,0.0
10499,10017,1.2
10017,05013,2.2
05013,05023,2.6
05023,04222,2.9
04222,04142,3.4
04142,01012,3.9
01012,01112,4.4
01112,01559,4.8
01559,01549,5.0
01549,93139,14.5
93139,84159,14.9
84159,84119,15.4
84119,84149,15.8
84149,84089,16.0
84089,84079,16.3
84079,84109,16.7
84109,85091,17.3
85091,96201,19.7
96201,96191,20.0
96191,96181,20.3
96181,96121,20.5
96121,76101,21.3
76101,76031,21.5
76031,76231,21.9
76231,76241,22.2
76241,98011,22.8
98011,98091,23.1
98091,78051,23.5
78051,78061,23.9
78061,78079,24.2
78079,78089,24.6
78089,78101,25.0
78101,77009,25.6
55509,55209,0.5
55209,54059,0.8
54059,54049,1.1
54049,54039,1.4
54039,54019,2.0
54019,53169,2.5
53169,53379,2.8
53379,53389,3.1
53389,53399,3.6
53399,53231,4.1
53231,53211,4.5
53211,52021,4.9
52021,52031,5.2
52031,52051,5.8
52051,52061,6.3
52061,66061,6.8
66061,66071,7.3
66071,61049,7.8
61049,61039,8.2
61039,61029,8.5
61029,61019,8.8
61019,60269,9.1
60269,60209,9.2
60209,60179,9.7
60179,60159,9.9
60159,60139,10.2
60139,60119,10.7
60119,60099,11.2
60099,07359,11.4
07359,07369,11.7
07369,07379,11.9
07379,80011,12.4
80011,80031,12.9
80031,80051,13.2
80051,80071,13.6
80071,80091,14.1
80091,81011,14.4
81011,81031,14.7
81031,81051,15.2
81051,82011,15.7
82011,82032,16.0
82032,82061,16.6
82061,83299,17.3
83299,83319,17.7
83319,83309,18.0
83309,92279,18.5
92279,92061,18.7
92061,92239,19.1
92239,92071,19.6
92071,92081,19.9
92081,93011,20.3
93011,93021,20.7
93021,93121,21.1
93121,93071,21.6
93071,93081,22.0
93081,93091,22.3
93091,94011,22.7
94011,94021,23.1
94021,94031,23.4
94031,94041,23.8
94041,94051,24.2
94051,94061,24.7
94061,94009,24.9
94009,94009,0.0
94009,94069,0.4
94069,94059,0.7
94059,94049,1.1
94049,94089,1.3
94089,94039,1.6
94039,94029,2.0
94029,94019,2.2
94019,93099,2.6
93099,93089,3.1
93089,93079,3.4
93079,93129,3.7
93129,93029,4.1
93029,93019,4.5
93019,92089,4.9
92089,92211,5.1
92211,92221,5.4
92221,92231,5.8
92231,92271,6.3
92271,83301,6.6
83301,83311,7.0
83311,83291,7.3
83291,82069,7.8
82069,82049,8.3
82049,82029,8.7
82029,82109,9.0
82109,81069,9.3
81069,81049,9.8
81049,81029,10.1
81029,80089,10.6
80089,80069,11.0
80069,80049,11.5
80049,80039,11.7
80039,80029,12.2
80029,07371,12.7
07371,07361,13.0
07361,07351,13.3
07351,60101,13.9
60101,60121,14.2
60121,60141,14.6
60141,60161,14.9
60161,60201,15.5
60201,60261,15.7
60261,61011,15.9
61011,61021,16.2
61021,61031,16.4
61031,61041,16.7
61041,66089,16.9
66089,66079,17.3
66079,66069,17.9
66069,52069,18.4
52069,52059,18.6
52059,52039,19.2
52039,53219,20.0
53219,53239,20.6
53239,53391,21.1
53391,53381,21.6
53381,53371,21.9
53371,53161,22.3
53161,54011,22.7
54011,54031,23.3
54031,54041,23.7
54041,54051,24.0
54051,55201,24.3
55201,55509,24.7
54009,54248,0.6
54248,54019,1.1
54019,53321,1.9
53321,53209,2.2
53209,53199,2.7
53199,53189,3.1
53189,53179,3.4
53179,53039,3.6
53039,53029,3.9
53029,53019,4.3
53019,51069,5.0
51069,51059,5.5
51059,51049,5.9
51049,51039,6.2
51039,51029,6.4
51029,51019,6.6
51019,50161,7.1
50161,50171,7.4
50171,50191,7.7
50191,50201,7.9
50201,50211,8.2
50211,50221,8.4
50221,50231,8.8
50231,50241,9.1
50241,60199,9.7
60199,60099,10.1
60099,07329,10.4
07329,07319,10.7
07319,07419,11.2
07419,07529,11.5
07529,07589,11.8
07589,01059,12.2
01059,01119,12.4
01119,01019,12.8
01019,02049,13.2
02049,02029,14.1
02029,03019,14.7
03019,03059,15.0
03059,03129,15.4
03129,03218,16.0
03218,03239,16.2
03239,03239,0.0
03239,03222,0.8
03222,03111,1.5
03111,03031,2.1
03031,03011,2.7
03011,02111,3.3
02111,04151,4.0
04151,01013,4.4
01013,01113,4.8
01113,01121,5.2
01121,07331,5.8
07331,07231,6.0
07231,07211,6.5
07211,07221,6.8
07221,50249,7.2
50249,50239,7.4
50239,50229,7.8
50229,50209,8.2
50209,50199,8.4
50199,50189,8.7
50189,50179,8.9
50179,50169,9.2
50169,51011,9.6
51011,51021,10.0
51021,51031,10.2
51031,51041,10.4
51041,51051,10.8
51051,51071,11.5
51071,53011,12.0
53011,53021,12.5
53021,53171,13.2
53171,53181,13.4
53181,53191,13.7
53191,53201,14.1
53201,53329,14.4
53329,53161,14.7
53161,54011,15.1
54011,54241,15.6
54241,54009,16.1
54009,54248,0.6
54248,54019,1.1
54019,53321,1.9
53321,53209,2.2
53209,53199,2.7
53199,53189,3.1
52499,52451,0.3
52451,52129,0.6
52129,52109,0.9
52109,52099,1.4
52099,50159,1.7
50159,50209,1.9
50209,50199,2.1
50199,50189,2.4
50189,50179,2.6
50179,50169,2.9
50169,50059,3.3
50059,50049,3.5
50049,50038,4.0
50038,50029,4.4
50029,50079,4.8
50079,50089,5.3
50089,50321,5.7
50321,50351,6.0
50351,40109,6.3
40109,40019,6.8
40019,07539,7.2
07539,07518,7.8
07518,04019,8.2
04019,04179,8.5
04179,02049,8.9
02049,02029,9.8
02029,03019,10.4
03019,03059,10.7
03059,03129,11.1
03129,03217,11.5
03217,05649,12.4
05649,14061,12.7
14061,14071,13.2
14071,14081,13.6
14081,14101,14.0
14101,14141,14.8
14141,14121,15.1
14121,14131,15.5
14131,14151,16.0
14151,14041,16.6
14041,14051,17.0
14051,14279,17.7
14279,14299,18.0
14299,14389,18.4
14389,14381,18.6
14381,14031,19.1
14031,10361,19.6
10361,10081,19.9
10081,10009,20.6
10009,10009,0.0
10009,10089,0.7
10089,10369,1.1
10369,14039,1.5
14039,14389,2.0
14389,14381,2.2
14381,14291,2.7
14291,14271,3.0
14271,14281,3.2
14281,14059,3.7
14059,14049,4.1
14049,14159,4.6
14159,14139,5.0
14139,14129,5.5
14129,14119,5.8
14119,14109,6.5
14109,14089,6.9
14089,14069,7.8
14069,05641,8.3
05641,03223,9.0
03223,03151,9.4
03151,03021,9.9
03021,03011,10.5
03011,02111,11.1
02111,04111,11.6
04111,04121,12.0
04121,08079,12.4
08079,07011,12.6
07011,07021,13.0
07021,07031,13.2
07031,07111,13.6
07111,50251,14.1
50251,50261,14.5
50261,50301,14.7
50301,50081,14.9
50081,50071,15.3
50071,50021,16.0
50021,50031,16.5
50031,50041,16.8
50041,50161,17.3
50161,50171,17.6
50171,50191,17.9
50191,50201,18.1
50201,50211,18.4
50211,50991,18.8
50991,52129,19.3
52129,52109,19.6
52109,52499,20.1
52499,52451,0.3
52451,52129,0.6
52129,52109,0.9
52109,52099,1.4
52099,50159,1.7
50159,50209,1.9
50209,50199,2.1
50199,50189,2.4
50189,50179,2.6
50179,50169,2.9
50169,50059,3.3
50059,50049,3.5
50049,50038,4.0
50038,50029,4.4
50029,50079,4.8
50079,50089,5.3
50089,50321,5.7
50321,50351,6.0
50351,40109,6.3
40109,40019,6.8
40019,07539,7.2
07539,07518,7.8
07518,04019,8.2
04019,04179,8.5
04179,02049,8.9
02049,02029,9.8
02029,03019,10.4
03019,03059,10.7
03059,03129,11.1
03129,03217,11.5
10009,10089,0.7
10089,10369,1.1
10369,14039,1.5
14039,14389,2.0
14389,14381,2.2
14381,14031,2.7
14031,10361,3.2
10361,10081,3.5
10081,10009,4.2
64009,64019,0.7
64019,63349,1.4
63349,63339,2.0
63339,63329,2.3
63329,63319,2.8
63319,66109,3.3
66109,66339,3.8
66339,66349,4.4
66349,54309,4.7
54309,54299,5.3
54299,54289,5.6
54289,54279,5.9
54279,54269,6.2
54269,54248,6.7
54248,54239,7.1
54239,54229,7.5
54229,54219,7.9
54219,54069,8.4
54069,56269,8.6
56269,53099,9.1
53099,53089,9.4
53089,53079,9.8
53079,53069,10.2
53069,53059,10.6
53059,53049,11.0
53049,53039,11.3
53039,53029,11.6
53029,53019,12.0
53019,51069,12.7
51069,51059,13.2
51059,51049,13.6
51049,51039,13.9
51039,51029,14.1
51029,51109,14.7
51109,51099,15.3
51099,40249,16.2
40249,40239,16.5
40239,40229,16.9
40229,40219,17.2
40219,40209,17.6
40209,40199,18.1
40199,09219,18.8
09219,09111,19.5
09111,09121,19.8
09121,09131,20.4
09131,13209,20.6
13209,13049,20.9
13049,13039,21.4
13039,10329,22.1
10329,10209,22.7
10209,10199,23.0
10199,10189,23.3
10189,10359,23.5
10359,10349,23.8
10349,10009,24.5
10009,10009,0.0
10009,10341,0.7
10341,10351,1.0
10351,10181,1.3
10181,10191,1.5
10191,10201,1.8
10201,10321,2.4
10321,13031,3.0
13031,13041,3.5
13041,13201,3.9
13201,09159,4.4
09159,09169,4.7
09169,09179,5.0
09179,09213,5.5
09213,40191,6.3
40191,40201,6.7
40201,40211,7.1
40211,40221,7.3
40221,40231,7.7
40231,51091,9.2
51091,51101,9.6
51101,51021,10.1
51021,51031,10.3
51031,51041,10.5
51041,51051,10.9
51051,51071,11.6
51071,53011,12.1
53011,53021,12.6
53021,53041,13.1
53041,53051,13.4
53051,53061,13.9
53061,53071,14.3
53071,53081,14.6
53081,53091,14.8
53091,56261,15.5
56261,54061,15.8
54061,54211,16.2
54211,54221,16.6
54221,54231,16.9
54231,54241,17.4
54241,54261,17.9
54261,54271,18.2
54271,54281,18.5
54281,54291,18.8
54291,54301,19.3
54301,66341,19.6
66341,66331,20.2
66331,66101,20.6
66101,63311,21.1
63311,63321,21.5
63321,63331,21.9
63331,63341,22.3
63341,63061,22.7
63061,64011,22.9
64011,64009,23.6
54009,54248,0.6
54248,54019,1.1
54019,54071,1.5
54071,54081,1.9
54081,54091,2.3
54091,54101,2.9
54101,66091,3.8
66091,66031,4.3
66031,66369,4.7
66369,66389,5.2
66389,62129,5.7
62129,62119,6.0
62119,61049,6.3
61049,61039,6.7
61039,61029,7.0
61029,61019,7.3
61019,60269,7.6
60269,60209,7.7
60209,60179,8.2
60179,60159,8.4
60159,60139,8.7
60139,60119,9.2
60119,60099,9.7
60099,07359,9.9
07359,07369,10.2
07369,07379,10.4
07379,01319,10.7
01319,01219,11.1
01219,01129,11.4
01129,01059,11.8
01059,01119,12.0
01119,01019,12.4
01019,02049,12.8
02049,02151,13.4
02151,02161,14.1
02161,02171,14.4
02171,03509,15.3
03509,03519,15.6
03519,03539,16.2
03539,03529,16.6
03529,03129,17.2
03129,03218,17.8
03218,03239,18.0
03239,03239,0.0
03239,03222,0.8
03222,03111,1.5
03111,03071,1.8
03071,03381,2.4
03381,03391,2.6
03391,03511,3.3
03511,03501,3.7
03501,02051,4.4
02051,02061,4.7
02061,04151,5.6
04151,01013,6.0
01013,01113,6.4
01113,01121,6.8
01121,01211,7.1
01211,01311,7.4
01311,07371,7.7
07371,07361,8.0
07361,07351,8.3
07351,60101,8.9
60101,60121,9.2
60121,60141,9.6
60141,60161,9.9
60161,60201,10.5
60201,60261,10.7
60261,61011,10.9
61011,61021,11.2
61021,61031,11.4
61031,61041,11.7
61041,62111,12.1
62111,62121,12.3
62121,66381,12.7
66381,66361,13.1
66361,66039,13.5
66039,66099,14.2
66099,54109,15.1
54109,54099,15.7
54099,54089,16.0
54089,54079,16.3
54079,54011,16.8
